participantlabel,r3score
63469662d9e84d379f52c166,0
63469f35701f6b1eb1e76b1f,16
6346c49dbe9e9ee7946d6ebc,18
6346c87f6c3fc6c26d3bd2a9,14
6346f29c47d00fd118ae60ba,16
63483c4522d65d46028da7a7,19
634842a70942fb4ba6aa1e88,19
634d7250a9dbe47b2b1d110f,18
634e7bbcec6f28ed59e5bd59,19
634e9bff0e8c21e97c621cb1,11
63614899ad49a91f1ef09067,18
6361661d1e9f0ed11a83645c,13
637b9edf2a2055bf16796ae6,12
637f89ffcbf20bd680c0d79e,19
6382a4cdf6fc083a8c910c7a,16
6383abf886c60b9ad27e8d44,12
6385176faa1fd90c21cd7cb0,16
638612440ec47409005d14da,14
63871b9b1348fcc9c891db01,17
638a3fd5992f01b81d0e1e93,12
638a66471585cb7583285740,11
639b6f709020ae5b16daad25,17
63a9a8f2f098b7e45bd03721,12
63b726bd148ea7d9910f50d2,11
63cff02ee037183a8c260ea8,4
63d076d846d3d9dc35910778,19
63d13ca3a2e69ec8e19569f2,9
63d14977a22dee1760f8770d,12
63d161e70272bba9f3f70980,16
63d3f940fcdb352e6bfd9715,16
63d3f951dd046a4bc2b9cea9,10
63d3fb4fd3c313dca0920312,17
63d447dff5d5b197f0d02275,11
63d466295bd9af16a5e3437b,24
63d5115ddc01107ef6d6c988,9
63d68acca98cdd2bf385cfad,10
63d6f725f81a32a4bbce7c89,17
63d79c177448168e7afd6930,17
63d79f49175ff7b8a55787b7,20
63d7a26f594b17eba6a83328,16
63d7b30ddc8ceb61c74fe85b,16
63d7b81d79044b73bfb50952,17
63d7c4b261d53fcf4f1dcd64,24
63d7d6cae0accfd4f01d661e,17
63d808c00c856c87a08cd7a8,17
63d863ab3ccec5d222287168,18
63d9cfec2060a424e3495756,10
63d9e1f02776bb4b5cd8e5e1,16
63da6f2e309a94d0e03079b0,9
63db79878f04250ca75fbcbb,20
63e53d570132a56f38a678ee,10
63e548215b42b3f3aa069dc2,19
63e554b7631c8ec3ce069e32,18
63e81d80c54091b652b1b8e7,17
63ea46ac57c552d3b4ff83bc,11
63ea88e62f54ec96a1f8dadb,17
63ebd39a63bb79b50d438ab7,17
63eda5a4a87d8bd73853fa8e,18
63eeaf9f8433c653dedbd574,6
63f77983c22478f8fb1d79a8,29
63f77b2aa0d776f479dad4e8,16
63f79c4cffb2e2a2ed84f060,13
63f81021ab46acf095efff80,16
63fbd3e8b4865c6e1fb04614,8
63fcb1bc5430196e4e652913,12
63ffcb367b500c516d0648a2,10
64007622a1b9dbf7a50405cb,9
6400df45e639d203b8518cad,17
6400e0dd862feacb579475a8,12
640485331e13a7bfa4a43d46,16
64125a2a86177f9e395541f1,25
6413573794d196f457448a39,12
641359b5040c453203e2c088,0
6413799cf7721ee0ce637e09,23
6418dc6fd0f852a233a10350,12
6426cfe964863ee2ff26642f,16
64275e53f51a5ed4f6b7d019,19
642c017454a2ad4b871f3dbf,12
642edde09e616b33709868d0,0
643dca3c6518c6dd819796f3,10
643fd27bdf8bbe600ff7fcc3,16
644016d98e4c23d7fa37632e,16
64416693b9184dbb9b169324,11
64455cfdcc83f30266ad2345,16
6445b13023ac3b3eb202881f,12
644a9152838d4d270af3b94f,9
644dd62589aee554eb07c017,20
64623fb9c31bd4da22cb60fd,20
647003e9da103f564525356f,15
64727ea9591087aef21f3dcf,18
647849063b9fd9be24803727,13
647d380660e059e1612303e8,15
648377e2d90103fb05768d81,11
648646988a5170373da06a9e,16
64b7ead0f4ee022ce90b7339,9
64d5219df0415c9a7c609c19,17
64fa825ca23617b750fdb4c6,19
64fb3be137d2bd2bdfab8ba6,8
650affc9502d6cbe607d5a7b,17
651eea44194fa8c200606af7,18
652d7dba5d44f06ce555795b,9
6530316e660f5b8d9c11c00e,24
653159b776e14d9172042058,18
65327cae4fb10f7a6e444b6b,10
653703627539f3a8b2ed4af3,22
6538fe8110063843a9f5c2b6,3
6539136dbf3e86f94f401083,8
653946cbef89fd6232a8ec50,17
653ab786a5162b73aac38bc9,15
653bee4e20de33bbd08c46c5,16
653d14bc14d143d888af01b0,13
65429041aa9bde9216c53dc2,4
654cec9d03f822b4b2b4133a,16
654e6a0bf9627c63cff956a7,19
655505e7a601c885f69e29c2,17
65595aaabe1790ca0d744fbc,23
655b6a0d11066d07716ab0b5,16
65600aa7ff0c0fcf0ddcda34,24
65651805d1afb42ba1a55476,10
6566231923f79d4cff72f7d0,10
656f0ce82c0ba5e95ad58a03,11
656f9199da13da6cd7f00b23,16
6575c7da000442e5a54f5e24,16
65995e16bdbcee787c8ffc8c,10
6599b15ac5bd63ec64f8b1f5,8
659ada02ac94d554396360f9,10
659ea43fea7c0cc45bbe771f,24
65ad35a96f13be31e82d4d70,16
65ad38a1b4da5762a8907fe5,20
65b3dc2f924ee9deee8b40b9,12
65b537602cf1fbd4f77c7909,22
